web-scraper-order,web-scraper-start-url,getinto-link,getinto-link-href,frequency,class,duration,rate,学时安排,number,active state,课程评价数,授课教师
"1553836479-540","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","电子技术应用实验1（数字电路基础实验）","https://www.icourse163.org/course/UESTC-1002027012","第5次开课","工学","2019年03月04日 ~ 2019年06月16日","进行至第4周，共15周","1-2小时每周","已有1939人参加","立即参加","(122)","授课老师



陈瑜
高级工程师





陈英
工程师





李雷
副教授





曾洁
讲师





李春梅
讲师





李庆嵘
讲师





孙可伟
工程师"
"1553835823-275","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","通信原理","https://www.icourse163.org/course/NUDT-316006","第8次开课","工学","2019年02月25日 ~ 2019年06月30日","进行至第5周，共18周","3-5小时每周","已有7358人参加","立即参加","(30)","授课老师



马东堂
教授





魏急波
教授





张晓瀛
副教授





赵海涛
副教授





熊俊
讲师





黄圣春
讲师





辜方林
讲师





周力
讲师





王杉
副研究员





唐麒
讲师





李为
讲师





李保国
副教授"
"1553835760-248","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","物理化学（一）","https://www.icourse163.org/course/DLUT-1001734002","第6次开课","理学","2019年02月25日 ~ 2019年05月20日","进行至第5周，共13周","3-5小时每周","已有2525人参加","立即参加","(37)","授课老师



王新平
教授，辽宁省教学名师





石川
教授





纪敏
教授





王旭珍
教授，宝钢优秀教师





王新葵
副教授





宋雪旦
讲师"
"1553835327-83","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","大学生科技创新课程之“互联网+”创新创业大赛","https://www.icourse163.org/course/SWJTU-1001909005","第3次开课","工学","2018年12月10日 ~ 2019年01月25日","当前开课已结束","3","已有3704人参加","已结束，查看内容","(55)","授课老师



张祖涛
教授/博士生导师





罗大兵
副教授





代宁
副研究员





姬晓旭
讲师





卫飞飞
助理研究员





李静波
讲师"
"1553835890-303","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","材料力学","https://www.icourse163.org/course/SWJTU-305001","第8次开课","工学","2019年02月25日 ~ 2019年05月31日","进行至第5周，共14周","3-5小时","已有3236人参加","立即参加","(169)","授课老师



龚晖
教授"
"1553836852-692","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","风景园林景观规划设计基本原理","https://www.icourse163.org/course/TONGJI-88007","第6次开课","工学","2019年03月12日 ~ 2019年06月18日","进行至第3周，共15周","1-2小时每周","已有2879人参加","立即参加","(42)","授课老师



刘滨谊
教授"
"1553835402-114","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","电子线路设计、测试与实验（一）","https://www.icourse163.org/course/HUST-1001942004","第5次开课","工学","2019年02月11日 ~ 2019年06月15日","进行至第7周，共18周","2-4小时每周","已有3818人参加","立即参加","(178)","授课老师



汪小燕
教授





潘晓明
工程师





夏银桥
工程师





邓天平
副教授





陈林
高级工程师





左冬红
副教授





王振
工程师





杨彩虹
讲师





闵玉堂
讲师





曾喻江
高级工程师





秦臻
副教授





罗杰
副教授





龚军
高级





吴建新
高级工程师





张林
教授





周波
副教授





张华
讲师





徐争光
讲师





刘澍
讲师"
"1553836569-578","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","化学实验安全知识","https://www.icourse163.org/course/USTC-1002526007","第3次开课","理学","2019年03月06日 ~ 2019年06月13日","进行至第4周，共15周","2-3","已有1672人参加","立即参加","(484)","授课老师



冯红艳
副高





朱平平
教授





郑媛
中级





兰泉
实验师





高明丽
中级





黄微
高级实验师





刘红瑜
中级"
"1553836306-469","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","现代教育技术","https://www.icourse163.org/course/SNNU-1001517001","第7次开课","教育教学","2019年03月04日 ~ 2019年06月30日","进行至第4周，共17周","3-5小时每周","已有5663人参加","立即参加","(1103)","授课老师



傅钢善
教授





乜勇
教授





单迎杰
讲师"
"1553835421-122","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","中国饮食文化","https://www.icourse163.org/course/HZAU-1001700020","第6次开课","文学文化","2019年02月12日 ~ 2019年06月11日","进行至第7周，共18周","2-3","已有9733人参加","立即参加","(882)","授课老师



谢定源
副教授





李二虎等课程团队教师
李二虎副教授；方爱平聘任研究员；周圣弘教授；熊小进高级工程师"
"1553835580-188","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","数学实验","https://www.icourse163.org/course/CQU-1002534004","第3次开课","理学","2019年02月18日 ~ 2019年06月30日","进行至第6周，共19周","4-8小时每周","已有4040人参加","立即参加","(83)","授课老师



龚劬
教授





肖剑
副教授





温罗生
教授





何光辉
副教授





黄光辉
副教授"
"1553836792-666","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","生物统计学","https://www.icourse163.org/course/NJAU-1001754031","第5次开课","理学","2019年03月11日 ~ 2019年06月17日","进行至第3周，共15周","3-4小时每周","已有2114人参加","立即参加","(16)","授课老师



管荣展
教授，生物统计课程群负责人





盖钧镒
院士





赵团结
教授





杨守萍
教授





赵晋铭
副教授





王吴彬
讲师





邢光南
副教授





李凯
副教授





冯建英
副教授





何小红
副教授





楚璞
副教授





贺建波
讲师"
"1553836051-371","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","外经贸英语函电","https://www.icourse163.org/course/FAFU-1002042002","第4次开课","外语","2019年02月26日 ~ 2019年06月10日","进行至第5周，共15周","2-3","已有5347人参加","立即参加","(178)","授课老师



张云清
副教授





姚静
副教授





陈隽
讲师





黄丽莉
讲师"
"1553835419-121","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","计算机程序设计（C++）","https://www.icourse163.org/course/XJTU-46006","第9次开课","计算机","2019年02月12日 ~ 2019年06月17日","进行至第7周，共18周","2-4小时每周","已有20166人参加","立即参加","(441)","授课老师



赵英良
教授





夏秦
副教授





杨振平
讲师





顾刚
研究员





仇国巍
讲师





卫颜俊
讲师





乔亚男
副教授





杨琦
高级工程师





姚普选
副教授"
"1553836388-502","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","机械制造技术基础","https://www.icourse163.org/course/TYUT-1001938005","第5次开课","工学","2019年03月04日 ~ 2019年06月18日","进行至第4周，共16周","3-5小时每周","已有3422人参加","立即参加","(174)","授课老师



王时英
教授





丁艳红
副教授





刘润爱
副教授





李文辉
副教授





姚新改
副教授





王晓玲
副教授





宫晓琴
讲师





张杰
副教授





梁义维
副教授"
"1553836618-598","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","土地经济学","https://www.icourse163.org/course/NJAU-1001754018","第4次开课","管理学","2019年03月07日 ~ 2019年07月07日","进行至第4周，共18周","3-5小时每周","已有894人参加","立即参加","(144)","授课老师



冯淑怡
教授、博士生导师





石晓平
教授





诸培新
教授





刘向向南
副教授





高平
讲师





唐焱
教授





邹伟
教授，博士生导师





郭贯成
教授





马贤磊
教授





姜海
教授





蓝菁
副教授"
"1553836010-354","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","微积分（四）","https://www.icourse163.org/course/HIT-364001","第7次开课","理学","2019年02月25日 ~ 2019年06月28日","进行至第5周，共18周","3-5小时每周","已有1234人参加","立即参加","(59)","授课老师



尹逊波
教授





雷强
副教授





任雪昆
副教授





黄艳
讲师





张雅卓
副教授





杨占文
讲师





董久刚
副教授





张超
副教授





靳水林
副教授"
"1553835541-172","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","无机非金属材料实验","https://www.icourse163.org/course/WHUT-1001674004","第6次开课","工学","2019年02月18日 ~ 2019年06月21日","进行至第6周，共18周","3-4学时每周","已有579人参加","立即参加","(2)","授课老师



冯小平
副教授"
"1553835729-235","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","系统解剖学","https://www.icourse163.org/course/SDU-476001","第6次开课","医药卫生","2019年02月25日 ~ 2019年06月03日","进行至第5周，共15周","3-5学时每周","已有28956人参加","立即参加","(285)","授课老师



丁兆习
副教授





李振中
教授





丁娟
副教授





刘真
副教授





吴凤霞
讲师





李贵宝
高级实验师"
"1553835543-173","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","中国文化概论","https://www.icourse163.org/course/WHU-20011","第10次开课","文学文化","2019年02月18日 ~ 2019年07月01日","进行至第6周，共20周","2-5小时每周","已有9611人参加","立即参加","(147)","授课老师



李建中
教授





高文强
教授/博士生导师





李立
讲师"
"1553835871-295","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","现代控制理论基础","https://www.icourse163.org/course/NWPU-1001959005","第3次开课","工学","2019年02月25日 ~ 2019年05月25日","进行至第5周，共13周","4小时每周","已有3710人参加","立即参加","(45)","授课老师



郭建国
教授





赵斌
副教授





郭宗易
助理研究员"
"1553835573-185","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","模拟电子技术基础","https://www.icourse163.org/course/HEBTU-126003","第8次开课","工学","2019年02月18日 ~ 2019年06月30日","进行至第6周，共19周","3~5小时","已有7014人参加","立即参加","(106)","授课老师



刘波粒
教授





刘彩霞
副教授





赵增荣
教授





陈嘉兴
教授





靳慧龙
教授





孙军英
副教授





杨丽坤
讲师





付超
副教授





吕清
讲师





张书景
讲师"
"1553837112-797","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","人文视野中的生态学","https://www.icourse163.org/course/JLU-33009","第10次开课","理学","2019年04月01日 ~ 2019年06月24日","距离开课还有3天","3-5小时每周","已有325人参加","立即参加","(56)","授课老师



包国章
教授"
"1553836258-449","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","大数据技术原理与应用","https://www.icourse163.org/course/XMU-1002335004","第4次开课","计算机","2019年03月04日 ~ 2019年06月09日","进行至第4周，共14周","3","已有14690人参加","立即参加","(608)","授课老师



林子雨
助理教授"
"1553836246-444","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","数值分析","https://www.icourse163.org/course/NEU-1002089009","第4次开课","理学","2019年03月03日 ~ 2019年07月07日","进行至第4周，共19周","4-6小时每周","已有4448人参加","立即参加","(193)","授课老师



邵新慧
教授





史大涛
讲师





冯男
讲师





盛莹
讲师





陈艳利
讲师





李铮
讲师"
"1553837040-767","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","比较文学","https://www.icourse163.org/course/CCNU-1001511012","第4次开课","文学文化","2019年03月21日 ~ 2019年07月20日","进行至第2周，共18周","1-2小时每周","已有3499人参加","立即参加","(63)","授课老师



胡亚敏
教授"
"1553835755-246","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","中医与诊断—学做自己的医生","https://www.icourse163.org/course/JNU-1001682002","第6次开课","医药卫生","2019年02月25日 ~ 2019年06月30日","进行至第5周，共18周","3-5小时每周","已有42413人参加","立即参加","(967)","授课老师



孙立
教授





薛飞飞
副教授"
"1553836554-572","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","护理学基础（上篇）","https://www.icourse163.org/course/SDU-195001","第9次开课","医药卫生","2019年03月06日 ~ 2019年05月31日","进行至第4周，共13周","4-6小时每周","已有4903人参加","立即参加","(55)","授课老师



王克芳
教授  博士生导师





邹凌燕
副教授





仝春兰
副教授





王翠丽
博士 教授"
"1553835433-127","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","机械设计基础","https://www.icourse163.org/course/XJTU-1001595002","第6次开课","工学","2019年02月15日 ~ 2019年06月30日","进行至第7周，共20周","3~5","已有9896人参加","立即参加","(147)","授课老师



徐亮
副教授，博士。"
"1553836807-673","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","普通生态学","https://www.icourse163.org/course/NJAU-1001753043","第4次开课","农林园艺","2019年03月11日 ~ 2019年07月15日","进行至第3周，共19周","3小时每周","已有1099人参加","立即参加","(36)","授课老师



胡锋
教授





刘满强
教授





郭辉
副教授





胡水金
教授





李辉信
教授





陈小云
副教授





徐莉
副教授"
"1553835382-106","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","宇宙新概念","https://www.icourse163.org/course/WHU-486001","第7次开课","理学","2019年01月22日 ~ 2019年05月14日","进行至第10周，共17周","2-4小时每周","已有25298人参加","立即参加","(292)","授课老师



赵江南
副教授"
"1553836320-474","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","物流系统工程","https://www.icourse163.org/course/WHUT-1001539002","第7次开课","管理学","2019年03月04日 ~ 2019年06月12日","进行至第4周，共15周","3小时每周","已有1048人参加","立即参加","(62)","授课老师



张庆英
教授





辜勇
副教授





张莹
副教授





王正国
副教授





张梦雅
实验师"
"1553836770-657","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","人人学点营销学","https://www.icourse163.org/course/ZNUEDU-1001965012","第5次开课","管理学","2019年03月11日 ~ 2019年06月11日","进行至第3周，共14周","3小时","已有2707人参加","立即参加","(136)","授课老师



杜鹏
副教授





袁春平
讲师





谢志鹏
讲师





樊帅
副教授"
"1553836087-386","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","新生研讨课","https://www.icourse163.org/course/SCU-336004","第7次开课","教育教学","2019年02月26日 ~ 2019年06月30日","进行至第5周，共18周","2-3小时每周","已有923人参加","立即参加","(125)","授课老师



洪玫
教授





蒲亦非
教授、博士生导师





王湖南
讲师





舒莉
讲师





左航
讲师





聂靖
讲师





赵辉
讲师





刘晓洁
教授"
"1553837087-787","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","奇异的仿生学","https://www.icourse163.org/course/JLU-32007","第10次开课","理学","2019年03月25日 ~ 2019年07月15日","进行至第1周，共17周","3","已有649人参加","立即参加","(130)","授课老师



刘燕
教授/博导"
"1553836552-571","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","视觉保健康复技术","https://www.icourse163.org/course/JIT-1001703008","第6次开课","医药卫生","2019年03月06日 ~ 2019年05月15日","进行至第4周，共10周","4","已有2058人参加","立即参加","(62)","授课老师



刘宜群
教授





亓昊慧
副教授





欧阳永斌
副教授





王玲
副教授





许薇
讲师





季雷
讲师"
"1553836971-742","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","英语有效表达：语言、修辞与逻辑","https://www.icourse163.org/course/UESTC-1002081005","第4次开课","外语","2019年03月18日 ~ 2019年05月17日","进行至第2周，共9周","1-2小时每周","已有5530人参加","立即参加","(50)","授课老师



廖敏
副教授





吕汀
副教授





田径
副教授





吴冰
副教授"
"1553836325-476","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","水工钢筋混凝土结构学","https://www.icourse163.org/course/HHU-1002090006","第4次开课","工学","2019年03月04日 ~ 2019年07月08日","进行至第4周，共18周","4小时/周","已有1203人参加","立即参加","(55)","授课老师



冷飞
讲师





汪基伟
教授





姚菲
副教授





蒋建华
副教授"
"1553835841-283","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","概率论与数理统计","https://www.icourse163.org/course/HIT-1001518002","第8次开课","理学","2019年02月25日 ~ 2019年05月27日","进行至第5周，共14周","3-5小时每周","已有6411人参加","立即参加","(109)","授课老师



方茹
教授





王勇
教授





李朝艳
副教授





周永春
讲师





文海玉
副教授





王力
副教授





刘伟
副教授





陈佳奇
讲师"
"1553835440-130","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","生命科学导论","https://www.icourse163.org/course/HZAU-1001967007","第4次开课","理学","2019年02月17日 ~ 2019年05月31日","进行至第6周，共15周","3-5小时/周","已有1951人参加","立即参加","(316)","授课老师



郑用琏
教授 博导





郑世学
副教授





李兴旺
教授





张敏
教授 博导





高友军
讲师





陈振夏
教授,博导"
"1553836620-599","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","数学分析（四）","https://www.icourse163.org/course/ECNU-1001634006","第3次开课","理学","2019年04月22日 ~ 2019年07月15日","距离开课还有24天","4-6","已有10903人参加","立即参加","(16)","授课老师



柴俊
教授





庞学诚
教授





吴畏
教授





王丽萍
副教授





戴浩晖
讲师"
"1553837001-754","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","Python科学计算三维可视化","https://www.icourse163.org/course/BIT-1001871001","第5次开课","计算机","2019年03月19日 ~ 2019年05月14日","进行至第2周，共9周","2-3周","已有4101人参加","立即参加","(64)","授课老师



黄天羽
副教授





嵩天
副教授"
"1553837045-769","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","中医内科学","https://www.icourse163.org/course/NJUTCM-1001755354","第4次开课","医药卫生","2019年03月21日 ~ 2019年06月28日","进行至第2周，共15周","5学时每周","已有3629人参加","立即参加","(77)","授课老师



薛博瑜
教授





方南元
讲师





孙丽霞
副教授





金路
助理研究员、主治中医师





甘可
讲师"
"1553836299-466","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","西方文论原典导读","https://www.icourse163.org/course/JLU-1002084007","第4次开课","文学文化","2019年03月04日 ~ 2019年06月30日","进行至第4周，共17周","4-6学时每周","已有1022人参加","立即参加","(6)","授课老师



窦可阳
副教授"
"1553835834-280","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","线性代数","https://www.icourse163.org/course/SEU-1001752361","第4次开课","理学","2019年02月25日 ~ 2019年06月16日","进行至第5周，共16周","2小时每周","已有14463人参加","立即参加","(51)","授课老师



陈建龙
教授





周建华
教授





张小向
副教授"
"1553836605-592","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","大学物理-相对论和量子物理","https://www.icourse163.org/course/SDU-98001","第10次开课","理学","2019年04月23日 ~ 2019年06月18日","距离开课还有25天","2-4小时每周","已有2276人参加","立即参加","(21)","授课老师



刘建强
教授，基础物理教学研究中心主任"
"1553835587-191","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","人体科学","https://www.icourse163.org/course/ECNU-44003","第10次开课","理学","2019年02月18日 ~ 2019年06月17日","进行至第6周，共18周","3-5小时每周","已有3982人参加","立即参加","(55)","授课老师



袁崇刚
教授





马骥
讲师"
"1553835768-251","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","计算机组成原理（下）","https://www.icourse163.org/course/HIT-1001527001","第7次开课","计算机","2019年02月25日 ~ 2019年06月24日","进行至第5周，共18周","3-5小时每周","已有5817人参加","立即参加","(75)","授课老师



刘宏伟
教授、博士生导师





张丽杰
教授





舒燕君
讲师





张展
副教授"
"1553836493-546","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","广告创意学","https://www.icourse163.org/course/HNU-1001692002","第6次开课","文学文化","2019年03月05日 ~ 2019年05月20日","进行至第4周，共11周","1~2小时/周","已有9903人参加","立即参加","(248)","授课老师



李正良
湖南大学新闻传播与影视艺术学院教授，硕士生导师





江绍雄
蓝道广告公司创意总监，“艳遇中国”品牌首席设计师，多项国际广告大赛评审专家；荣获中国10大创意总监称号"
"1553836420-515","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","汇编语言程序设计","https://www.icourse163.org/course/UESTC-1002047009","第4次开课","计算机","2019年03月04日 ~ 2019年06月30日","进行至第4周，共17周","4","已有3684人参加","立即参加","(89)","授课老师



邢建川
副教授





廖建明
教授





崔金钟
享受正高级待遇高级工程师





韩宏
正高级高级实验师"
"1553836856-694","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","医学伦理学","https://www.icourse163.org/course/XJTU-47022","第8次开课","医药卫生","2019年03月12日 ~ 2019年07月20日","进行至第3周，共19周","3小时每周","已有952人参加","立即参加","(12)","授课老师



魏琳
西安交通大学人文学院副教授"
"1553836609-594","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","聪慧的源泉——数学导读","https://www.icourse163.org/course/NCU-129002","第9次开课","理学","2019年03月07日 ~ 2019年06月16日","进行至第4周，共15周","3-5小时每周","已有1225人参加","立即参加","(443)","授课老师



朱传喜
教授、博士生导师





黄先玖
教授





尹建东
副教授





吴照奇
副教授





屈泳
讲师





熊九红
中级"
"1553835731-236","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","行政管理学","https://www.icourse163.org/course/ZNUEDU-1001772005","第6次开课","管理学","2019年02月24日 ~ 2019年06月27日","进行至第5周，共18周","3-5小时每周","已有2944人参加","立即参加","(44)","授课老师



徐双敏
教授"
"1553836212-430","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","有机化学（上）","https://www.icourse163.org/course/DLUT-44001","第8次开课","理学","2019年03月01日 ~ 2019年06月30日","进行至第5周，共18周","3-5小时每周","已有4425人参加","立即参加","(21)","授课老师



姜文凤
教授，辽宁省教学名师，教育部大学化学教学指导委员会委员。





于丽梅
副教授





高占先
教授，国家教学名师。博士生导师。





刘迪
副教授，博士生导师。





殷伦祥
副教授"
"1553835412-118","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","数字电子技术基础","https://www.icourse163.org/course/HUST-1001909001","第5次开课","工学","2019年02月11日 ~ 2019年06月25日","进行至第7周，共20周","3-5小时每周","已有11033人参加","立即参加","(83)","授课老师



罗杰
副教授





秦臻
副教授





张林
教授





左冬红
副教授





谭力
讲师





宋琪
副教授





杨彩虹
讲师





张江山
副教授





周波
副教授





钟国辉
副教授





鲁放
讲师





刘琼
副教授





程起敏
副教授"
"1553837005-756","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","核反应堆物理","https://www.icourse163.org/course/HRBEU-1001956004","第4次开课","工学","2019年03月19日 ~ 2019年05月26日","进行至第2周，共10周","6小时每周","已有1001人参加","立即参加","(6)","授课老师



曹欣荣
教授





赵强
教授





李伟
讲师"
"1553835663-223","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","管理学原理","https://www.icourse163.org/course/WHUT-1001864003","第6次开课","管理学","2019年02月22日 ~ 2019年05月28日","进行至第6周，共14周","2-3小时每周","已有7254人参加","立即参加","(126)","授课老师



罗玲
教授





程国平
教授





刁兆峰
教授"
"1553835164-31","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","大学物理——机械振动、波和波动光学","https://www.icourse163.org/course/XJTU-1001593008","第5次开课","理学","2018年10月16日 ~ 2019年01月23日","当前开课已结束","3-5学时每周","已有8489人参加","已结束，查看内容","(13)","授课老师



刘丹东
副教授





李宏荣
教授





刘萍
副教授





王瑞敏
副教授





方爱平
副教授"
"1553836789-665","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","线性代数与空间解析几何（一）","https://www.icourse163.org/course/UESTC-236003","第7次开课","理学","2019年03月11日 ~ 2019年05月14日","进行至第3周，共10周","3-5小时每周","已有2437人参加","立即参加","(37)","授课老师



黄廷祝
教授 / 博士生导师





蒲和平
教授





何军华
副教授





王转德
副教授





房秀芬
副教授





荆燕飞
研究员





李厚彪
教授





王博
副教授





李红
副教授





原子霞
副教授





王颖
副教授"
"1553836572-579","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","高级语言程序设计（Python）","https://www.icourse163.org/course/HIT-9003","第2次开课","计算机","2015年05月08日 ~ 2015年08月07日","当前开课已结束","3-5小时/周","已有91695人参加","已结束，查看内容","(29)","授课老师



车万翔
教授、博士生导师





袁永峰
副教授





叶麟
讲师"
"1553835551-176","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","知识产权法学","https://www.icourse163.org/course/WHUT-1001821007","第5次开课","法学","2019年02月18日 ~ 2019年05月18日","进行至第6周，共13周","2-4小时","已有3484人参加","立即参加","(32)","授课老师



刘介明
教授





胡神松
副教授、硕士生导师





孟奇勋
副教授，硕导





刘国龙
副教授  硕导





魏纪林
教授、博士生导师"
"1553835764-249","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","生理学","https://www.icourse163.org/course/CSU-1001930016","第5次开课","医药卫生","2019年02月25日 ~ 2019年07月01日","进行至第5周，共19周","2-3小时每周","已有12062人参加","立即参加","(233)","授课老师



罗自强
生理学教授





管茶香
教授





冯丹丹
副教授





暨明
副教授





向阳
教授





许建平
副教授





韩仰
副教授





文志斌
教授"
"1553836688-627","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","分析化学","https://www.icourse163.org/course/FZU-1001933010","第5次开课","理学","2019年03月11日 ~ 2019年07月14日","进行至第3周，共18周","4小时每周","已有1109人参加","立即参加","(12)","授课老师



林翠英
副教授





郭良洽
教授





王建
副教授





付凤富
教授





林陈晨
讲师"
"1553835968-336","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","新闻伦理与法规","https://www.icourse163.org/course/CCNU-1002085010","第4次开课","文学文化","2019年02月25日 ~ 2019年07月01日","进行至第5周，共19周","40-60分钟每周","已有1900人参加","立即参加","(204)","授课老师



江作苏
教授





陈科
讲师





张勇军
教授





甘丽华
副教授





李理
副教授"
"1553836550-570","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","循环经济与可持续发展型企业","https://www.icourse163.org/course/BNU-1001968013","第5次开课","工学","2019年03月06日 ~ 2019年07月10日","进行至第4周，共19周","2小时每周","已有617人参加","立即参加","(7)","授课老师



毛建素
副教授（岗位教授），博士生导师





金建君
教授，博士生导师





裴元生
教授





李春晖
副教授，博士生导师，重点实验室副主任"
"1553836562-575","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","大学美育","https://www.icourse163.org/course/SCUT-1002761026","第3次开课","艺术设计","2019年03月06日 ~ 2019年05月15日","进行至第4周，共11周","2-4小时每周","已有1600人参加","立即参加","(170)","授课老师



苏宏元
教授





孙珉
副教授





周可
讲师





谢勇
讲师





陈映
副教授"
"1553837007-757","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","英美诗歌名篇选读","https://www.icourse163.org/course/BUU-1001672008","第5次开课","外语","2019年04月08日 ~ 2019年07月01日","距离开课还有10天","3-5小时每周","已有1440人参加","立即参加","(21)","授课老师



黄宗英
Professor of English
教授"
"1553836595-588","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","金融学","https://www.icourse163.org/course/CUFE-21011","第5次开课","经济学","2018年09月17日 ~ 2019年01月31日","当前开课已结束","3学时每周","已有323503人参加","已结束，查看内容","(247)","授课老师



李健
教授





左毓秀
副教授





黄昌利
副教授





蔡如海
副教授





李宪铎
副教授,证券期货研究所秘书长,中国银行业研究中心秘书长,主要研究人员.





贾玉革
教授





黄志刚
副教授





孙建华
副教授





马亚
副教授





方意
副教授





鄢莉莉
讲师





郭田勇
中央财经大学金融学院教授、博士生导师





董兵兵
讲师





李建军
教授





李建军
教授"
